平安银行	000001
万科A	000002
神州高铁	000008
中国宝安	000009
深圳能源	000027
中集集团	000039
中金岭南	000060
农产品	000061
中兴通讯	000063
华侨城A	000069
TCL 集团	000100
华数传媒	000156
中联重科	000157
申万宏源	000166
美的集团	000333
潍柴动力	000338
金 融 街	000402
东旭光电	000413
渤海金控	000415
东阿阿胶	000423
徐工机械	000425
海虹控股	000503
云南白药	000538
中天金融	000540
神州信息	000555
万向钱潮	000559
泸州老窖	000568
吉林敖东	000623
长安汽车	000625
天茂集团	000627
铜陵有色	000630
格力电器	000651
阳光城	000671
东北证券	000686
河钢股份	000709
锦龙股份	000712
苏宁环球	000718
京东方A	000725
国元证券	000728
中航动控	000738
国海证券	000750
中航飞机	000768
广发证券	000776
新兴铸管	000778
长江证券	000783
盐湖股份	000792
华闻传媒	000793
一汽轿车	000800
启迪桑德	000826
中信国安	000839
五粮液	000858
新希望	000876
双汇发展	000895
电广传媒	000917
紫光股份	000938
华东医药	000963
浪潮信息	000977
西山煤电	000983
招商蛇口	001979
华兰生物	002007
大族激光	002008
苏宁云商	002024
分众传媒	002027
紫光国芯	002049
东华软件	002065
国轩高科	002074
金螳螂	002081
万丰奥威	002085
中环股份	002129
利欧股份	002131
宁波银行	002142
荣盛发展	002146
广电运通	002152
石基信息	002153
游族网络	002174
怡亚通	002183
二三四五	002195
金风科技	002202
科大讯飞	002230
大华股份	002236
歌尔股份	002241
上海莱士	002252
奥飞娱乐	002292
圣农发展	002299
洋河股份	002304
东方园林	002310
大北农	002385
海康威视	002415
贵州百灵	002424
胜利精密	002426
康得新	002450
欧菲光	002456
海格通信	002465
天齐锂业	002466
金正大	002470
立讯精密	002475
山西证券	002500
百润股份	002568
比亚迪	002594
西部证券	002673
牧原股份	002714
国信证券	002736
万达院线	002739
第一创业	002797
神州泰岳	300002
爱尔眼科	300015
网宿科技	300017
机器人	300024
华谊兄弟	300027
同花顺	300033
蓝色光标	300058
东方财富	300059
碧水源	300070
三聚环保	300072
银之杰	300085
乐视网	300104
汇川技术	300124
华策影视	300133
宋城演艺	300144
汤臣倍健	300146
万达信息	300168
捷成股份	300182
光线传媒	300251
掌趣科技	300315
浦发银行	600000
首创股份	600008
上海机场	600009
包钢股份	600010
华夏银行	600015
民生银行	600016
上港集团	600018
宝钢股份	600019
上海电力	600021
浙能电力	600023
中国石化	600028
南方航空	600029
中信证券	600030
三一重工	600031
招商银行	600036
歌华有线	600037
中直股份	600038
保利地产	600048
中国联通	600050
海信电器	600060
国投安信	600061
宇通客车	600066
葛洲坝	600068
保千里	600074
同仁堂	600085
特变电工	600089
同方股份	600100
上汽集团	600104
国金证券	600109
北方稀土	600111
东方航空	600115
中国卫星	600118
中国船舶	600150
建发股份	600153
永泰能源	600157
上海建工	600170
雅戈尔	600177
兖州煤业	600188
复星医药	600196
新湖中宝	600208
海南航空	600221
中恒集团	600252
广汇能源	600256
航天信息	600271
恒瑞医药	600276
广汇汽车	600297
万华化学	600309
白云山	600332
华夏幸福	600340
浙江龙盛	600352
江西铜业	600362
西南证券	600369
中航电子	600372
中文传媒	600373
首开股份	600376
金地集团	600383
国电南瑞	600406
小商品城	600415
金证股份	600446
中国动力	600482
信威集团	600485
中金黄金	600489
烽火通信	600498
康美药业	600518
贵州茅台	600519
天士力	600535
山东黄金	600547
厦门钨业	600549
恒生电子	600570
天地科技	600582
海油工程	600583
海螺水泥	600585
用友网络	600588
绿地控股	600606
东方明珠	600637
外高桥	600648
城投控股	600649
中安消	600654
福耀玻璃	600660
陆家嘴	600663
奥瑞德	600666
川投能源	600674
中船防务	600685
上海石化	600688
青岛海尔	600690
三安光电	600703
物产中大	600704
中航资本	600705
东软集团	600718
中粮糖业	600737
辽宁成大	600739
华域汽车	600741
锦江股份	600754
鲁信创投	600783
国电电力	600795
鹏博士	600804
安信信托	600816
隧道股份	600820
百联股份	600827
海通证券	600837
四川长虹	600839
通化东宝	600867
石化油服	600871
梅花生物	600873
东方电气	600875
国投电力	600886
伊利股份	600887
中航动力	600893
张江高科	600895
长江电力	600900
东方证券	600958
江苏有线	600959
招商证券	600999
大秦铁路	601006
南京银行	601009
宁波港	601018
春秋航空	601021
中国神华	601088
太平洋	601099
中国国航	601111
海南橡胶	601118
小康股份	601127
新城控股	601155
兴业银行	601166
北京银行	601169
中国铁建	601186
东兴证券	601198
国泰君安	601211
君正集团	601216
陕西煤业	601225
庞大集团	601258
农业银行	601288
中国平安	601318
交通银行	601328
广深铁路	601333
新华保险	601336
兴业证券	601377
中国中铁	601390
工商银行	601398
东吴证券	601555
中国铝业	601600
中国太保	601601
上海医药	601607
中信重工	601608
中国核建	601611
中国中冶	601618
中国人寿	601628
长城汽车	601633
中国建筑	601668
中国电建	601669
华泰证券	601688
际华集团	601718
上海电气	601727
中国中车	601766
光大证券	601788
中国交建	601800
光大银行	601818
中国石油	601857
中远海发	601866
招商轮船	601872
正泰电器	601877
中国国旅	601888
紫金矿业	601899
方正证券	601901
中远海控	601919
凤凰传媒	601928
永辉超市	601933
建设银行	601939
金钼股份	601958
中国核电	601985
中国银行	601988
中国重工	601989
中信银行	601998
人民网	603000
吉祥航空	603885
洛阳钼业	603993
